;Kingdom;Phylum;Class;Order;Family;Genus;freq;prev;p.freq;p.prev;p;contaminant
ASV_74;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae | unknown genus;0.001999405;73;NA;0.999671824;0.999671824;FALSE
ASV_75;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales | Thiotrichaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales | Thiotrichaceae | Leucothrix;0.001478317;55;NA;0.984763244;0.984763244;FALSE
ASV_76;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.001821971;21;NA;0.799460853;0.799460853;FALSE
ASV_77;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Rubidimonas;0.002019747;74;NA;0.99979489;0.99979489;FALSE
ASV_78;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | Hellea;0.002186485;77;NA;0.999976559;0.999976559;FALSE
ASV_79;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae | Acrophormium PCC-7375;0.00170647;71;NA;0.999296765;0.999296765;FALSE
ASV_80;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Tateyamaria;0.001716284;64;NA;0.996015002;0.996015002;FALSE
ASV_81;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Litoreibacter;0.001828904;64;NA;0.996015002;0.996015002;FALSE
ASV_82;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Rubritalea;0.001812122;70;NA;0.999033052;0.999033052;FALSE
ASV_83;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae | BD1-7 clade;0.001818466;77;NA;0.999976559;0.999976559;FALSE
ASV_84;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.001933999;66;NA;0.997333568;0.997333568;FALSE
ASV_85;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Loktanella;0.001666943;72;NA;0.999507736;0.999507736;FALSE
ASV_86;Bacteria;Bacteria | Chloroflexi;Bacteria | Chloroflexi | Anaerolineae;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family;Bacteria | Chloroflexi | Anaerolineae | Ardenticatenales | unknown family | unknown genus;0.001668238;61;NA;0.993319269;0.993319269;FALSE
ASV_87;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Portibacter;0.001842169;76;NA;0.999941397;0.999941397;FALSE
ASV_88;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Thalassobius;0.001766058;74;NA;0.99979489;0.99979489;FALSE
ASV_89;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.001643207;37;NA;0.92238631;0.92238631;FALSE
ASV_90;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.002187969;51;NA;0.97620722;0.97620722;FALSE
ASV_91;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.002195997;46;NA;0.961644398;0.961644398;FALSE
ASV_92;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.002070982;47;NA;0.964932021;0.964932021;FALSE
ASV_93;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales | Pseudomonadaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Pseudomonadales | Pseudomonadaceae | Pseudomonas;0.002052686;34;NA;0.904975387;0.904975387;FALSE
ASV_94;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodovibrionales | Kiloniellaceae | Pelagibius;0.001790533;75;NA;0.999882794;0.999882794;FALSE
ASV_95;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | unknown genus;0.001554428;68;NA;0.998323957;0.998323957;FALSE
ASV_96;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.002012202;71;NA;0.999296765;0.999296765;FALSE
ASV_97;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae | Phormidesmis ANT.LACV5.1;0.001522328;72;NA;0.999507736;0.999507736;FALSE
ASV_98;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Cytophagales | Cyclobacteriaceae | Ekhidna;0.001973467;47;NA;0.964932021;0.964932021;FALSE
ASV_99;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Aquimarina;0.001596985;75;NA;0.999882794;0.999882794;FALSE
ASV_100;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Lacinutrix;0.001481154;70;NA;0.999033052;0.999033052;FALSE
ASV_101;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | Litorimonas;0.001380128;69;NA;0.998710736;0.998710736;FALSE
ASV_102;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.001794341;72;NA;0.999507736;0.999507736;FALSE
ASV_103;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales | Thiotrichaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales | Thiotrichaceae | Leucothrix;0.00171792;74;NA;0.99979489;0.99979489;FALSE
ASV_104;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.001788314;66;NA;0.997333568;0.997333568;FALSE
ASV_105;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Tateyamaria;0.001596098;72;NA;0.999507736;0.999507736;FALSE
ASV_106;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Winogradskyella;0.001574323;72;NA;0.999507736;0.999507736;FALSE
ASV_107;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Halocynthiibacter;0.001750191;68;NA;0.998323957;0.998323957;FALSE
ASV_108;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Croceitalea;0.001488987;72;NA;0.999507736;0.999507736;FALSE
ASV_109;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.001412011;60;NA;0.992205813;0.992205813;FALSE
ASV_110;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | unknown genus;0.001610774;63;NA;0.995218003;0.995218003;FALSE
ASV_111;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.001546656;65;NA;0.996718237;0.996718237;FALSE
ASV_112;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Sulfitobacter;0.001561582;77;NA;0.999976559;0.999976559;FALSE
ASV_113;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.002586389;15;NA;0.731833099;0.731833099;FALSE
ASV_114;None;None | unknown;None | unknown | unknown;None | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown;None | unknown | unknown | unknown | unknown | unknown;0.001315699;51;NA;0.97620722;0.97620722;FALSE
ASV_115;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae;Bacteria | Bacteroidetes | Bacteroidia | Flavobacteriales | Flavobacteriaceae | Croceitalea;0.001516442;78;NA;0.99999414;0.99999414;FALSE
ASV_116;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Hyphomicrobiaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Hyphomicrobiaceae | Filomicrobium;0.001513498;71;NA;0.999296765;0.999296765;FALSE
ASV_117;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae;Bacteria | Cyanobacteria | Oxyphotobacteria | Phormidesmiales | Phormidesmiaceae | Acrophormium PCC-7375;0.001289742;65;NA;0.996718237;0.996718237;FALSE
ASV_118;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae;Bacteria | Proteobacteria | Alphaproteobacteria | Caulobacterales | Hyphomonadaceae | Algimonas;0.001253963;65;NA;0.996718237;0.996718237;FALSE
ASV_119;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae;Bacteria | Proteobacteria | Gammaproteobacteria | Cellvibrionales | Spongiibacteraceae | BD1-7 clade;0.0013975;74;NA;0.99979489;0.99979489;FALSE
ASV_120;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | unknown genus;0.001666511;74;NA;0.99979489;0.99979489;FALSE
ASV_121;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Rubritalea;0.001350232;54;NA;0.98285865;0.98285865;FALSE
ASV_122;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | Nereida;0.001033373;36;NA;0.916842475;0.916842475;FALSE
ASV_123;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae;Bacteria | Proteobacteria | Gammaproteobacteria | Thiohalorhabdales | Thiohalorhabdaceae | Granulosicoccus;0.001489589;68;NA;0.998323957;0.998323957;FALSE
ASV_124;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | unknown order;Bacteria | Proteobacteria | Alphaproteobacteria | unknown order | unknown family;Bacteria | Proteobacteria | Alphaproteobacteria | unknown order | unknown family | unknown genus;0.001305179;46;NA;0.961644398;0.961644398;FALSE
ASV_125;Bacteria;Bacteria | Verrucomicrobia;Bacteria | Verrucomicrobia | Verrucomicrobiae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae;Bacteria | Verrucomicrobia | Verrucomicrobiae | Verrucomicrobiales | Rubritaleaceae | Roseibacillus;0.001754553;62;NA;0.994321378;0.994321378;FALSE
ASV_126;Bacteria;Bacteria | Proteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae;Bacteria | Proteobacteria | Alphaproteobacteria | Rhodobacterales | Rhodobacteraceae | unknown genus;0.001319962;71;NA;0.999296765;0.999296765;FALSE
ASV_127;Bacteria;Bacteria | Bacteroidetes;Bacteria | Bacteroidetes | Bacteroidia;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae;Bacteria | Bacteroidetes | Bacteroidia | Chitinophagales | Saprospiraceae | Lewinella;0.001237848;68;NA;0.998323957;0.998323957;FALSE
ASV_128;Bacteria;Bacteria | Cyanobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales | unknown family;Bacteria | Cyanobacteria | Oxyphotobacteria | Nostocales | unknown family | unknown genus;0.001149521;17;NA;0.75583685;0.75583685;FALSE
